date,region,lat,lon,rainfall,temperature,humidity,ndvi,pest_level,crop,state,cluster,climate_risk,pest_risk,total_risk,outbreak_flag,risk_target,risk_label
2025-12-31,Ashta,23.0175,76.7221,27.34,30.98,59.03,0.6096,60.25,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.34,49.57,36.23,0,42.06,1
2026-01-01,Ashta,23.0175,76.7221,19.18,31.18,63.87,0.6338,56.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.09,48.81,42.38,0,54.15,1
2026-01-02,Ashta,23.0175,76.7221,26.63,34.64,59.64,0.6077,68.62,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,33.37,58.11,43.26,0,46.54,1
2026-01-03,Ashta,23.0175,76.7221,21.58,28.9,63.21,0.5203,66.38,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.9,52.78,42.05,0,54.19,1
2026-01-04,Ashta,23.0175,76.7221,24.66,31.54,59.63,0.5783,62.11,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.9,51.57,39.77,0,38.06,1
2026-01-05,Ashta,23.0175,76.7221,18.56,34.56,67.88,0.5863,61.41,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,47.6,58.06,51.78,0,52.99,1
2026-01-06,Ashta,23.0175,76.7221,18.67,35.11,61.95,0.5223,68.48,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,46.83,61.02,52.5,0,58.11,1
2026-01-07,Ashta,23.0175,76.7221,24.53,29.15,51.79,0.5447,57.05,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,33.96,50.09,40.41,0,48.33,1
2026-01-08,Ashta,23.0175,76.7221,27.23,31.89,60.66,0.4701,54.75,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.84,50.62,39.95,0,47.95,1
2026-01-09,Ashta,23.0175,76.7221,24.0,35.88,52.41,0.5249,52.46,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.91,56.33,49.48,0,54.34,1
2026-01-10,Ashta,23.0175,76.7221,19.23,34.04,52.39,0.4836,68.18,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,48.97,62.73,54.47,0,56.84,1
2026-01-11,Ashta,23.0175,76.7221,19.45,33.4,55.88,0.5181,42.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.72,47.06,45.66,0,42.49,1
2026-01-12,Ashta,23.0175,76.7221,19.65,32.49,50.92,0.463,63.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,47.61,59.68,52.44,0,60.16,2
2026-01-13,Ashta,23.0175,76.7221,18.73,32.11,56.95,0.5232,58.98,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.86,52.97,46.9,0,49.57,1
2026-01-14,Ashta,23.0175,76.7221,26.65,33.63,47.76,0.5314,70.71,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.91,64.51,50.35,0,50.08,1
2026-01-15,Ashta,23.0175,76.7221,31.08,32.32,47.74,0.4772,56.5,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.67,56.86,44.75,0,42.61,1
2026-01-16,Ashta,23.0175,76.7221,26.85,32.7,46.8,0.4637,66.01,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.86,62.76,50.22,0,50.36,1
2026-01-17,Ashta,23.0175,76.7221,18.15,32.83,46.56,0.4312,58.4,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,53.31,59.87,55.94,0,59.16,1
2026-01-18,Ashta,23.0175,76.7221,26.68,30.92,54.24,0.4907,62.39,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.32,55.0,42.59,0,49.24,1
2026-01-19,Ashta,23.0175,76.7221,26.99,33.49,51.32,0.4756,68.84,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.94,62.99,49.16,0,58.52,1
2026-01-20,Ashta,23.0175,76.7221,36.18,38.73,56.21,0.4361,66.77,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.58,66.29,51.46,0,53.92,1
2026-01-21,Ashta,23.0175,76.7221,22.08,27.66,58.55,0.519,67.62,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.49,51.13,39.34,0,48.62,1
2026-01-22,Ashta,23.0175,76.7221,26.42,32.19,41.68,0.484,49.79,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.91,55.8,48.67,0,52.13,1
2026-01-23,Ashta,23.0175,76.7221,34.82,29.36,46.87,0.4726,59.98,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.86,55.37,41.86,0,45.75,1
2026-01-24,Ashta,23.0175,76.7221,29.78,32.07,40.4,0.485,64.48,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.51,63.53,49.72,0,56.43,1
2026-01-25,Ashta,23.0175,76.7221,30.16,30.46,42.23,0.5398,60.33,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.15,57.56,44.11,0,45.67,1
2026-01-26,Ashta,23.0175,76.7221,28.25,31.69,42.87,0.5265,72.04,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.07,64.94,49.42,0,54.39,1
2026-01-27,Ashta,23.0175,76.7221,28.95,32.2,40.72,0.5073,50.67,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.82,56.2,46.97,0,46.17,1
2026-01-28,Ashta,23.0175,76.7221,30.53,29.48,40.8,0.5394,42.6,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.51,48.09,39.94,0,34.76,1
2026-01-29,Ashta,23.0175,76.7221,23.94,31.17,45.46,0.4874,50.31,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.01,53.1,47.05,0,50.46,1
2026-01-30,Ashta,23.0175,76.7221,30.4,22.68,40.3,0.5453,52.61,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.42,44.69,32.53,0,36.21,1
2026-01-31,Ashta,23.0175,76.7221,21.06,31.22,50.86,0.5372,63.21,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.87,56.3,47.64,0,52.37,1
2026-02-01,Ashta,23.0175,76.7221,27.49,27.9,42.41,0.5313,53.91,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.39,51.24,41.13,0,47.37,1
2026-02-02,Ashta,23.0175,76.7221,26.49,28.99,61.45,0.5626,51.9,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.03,44.06,33.84,0,41.49,1
2026-02-03,Ashta,23.0175,76.7221,22.86,23.17,45.63,0.5444,56.05,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.46,44.76,36.18,0,45.47,1
2026-02-04,Ashta,23.0175,76.7221,24.76,23.53,48.79,0.5893,40.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.64,35.22,29.47,0,32.31,1
2026-02-05,Ashta,23.0175,76.7221,21.85,25.23,42.55,0.5944,58.51,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.99,48.88,40.55,0,43.82,1
2026-02-06,Ashta,23.0175,76.7221,19.52,24.31,58.23,0.4996,79.93,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,30.22,53.62,39.58,0,51.29,1
2026-02-07,Ashta,23.0175,76.7221,21.82,24.46,56.01,0.6302,55.99,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.11,40.18,31.13,0,30.15,1
2026-02-08,Ashta,23.0175,76.7221,18.23,25.77,52.67,0.5083,60.58,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.83,47.98,41.29,0,39.84,1
2026-02-09,Ashta,23.0175,76.7221,23.33,18.7,45.28,0.6034,40.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,21.64,30.34,25.12,0,23.1,0
2026-02-10,Ashta,23.0175,76.7221,16.81,24.48,53.94,0.6491,37.29,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.6,31.36,31.5,0,28.25,0
2026-02-11,Ashta,23.0175,76.7221,23.61,21.76,48.19,0.6224,42.93,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,23.67,33.78,27.71,0,34.27,1
2026-02-12,Ashta,23.0175,76.7221,15.38,20.78,62.06,0.598,44.31,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.96,29.55,28.0,0,28.37,0
2026-02-13,Ashta,23.0175,76.7221,17.17,17.4,59.77,0.624,36.95,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,18.88,21.09,19.77,0,23.03,0
2026-02-14,Ashta,23.0175,76.7221,16.27,21.49,57.22,0.6875,63.28,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.72,38.44,30.21,0,46.63,1
2026-02-15,Ashta,23.0175,76.7221,23.39,14.35,45.59,0.6213,42.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,19.81,29.97,23.87,0,27.66,0
2026-02-16,Ashta,23.0175,76.7221,18.73,20.99,53.91,0.7074,50.28,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.39,32.34,26.37,0,37.23,1
2026-02-17,Ashta,23.0175,76.7221,15.89,15.68,63.34,0.6902,44.33,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,20.16,24.79,22.02,0,24.04,0
2026-02-18,Ashta,23.0175,76.7221,18.06,18.88,67.05,0.6572,50.53,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.06,31.24,25.73,0,32.14,1
2026-02-19,Ashta,23.0175,76.7221,6.98,18.16,67.61,0.6841,58.55,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,33.42,34.05,33.68,0,36.39,1
2026-02-20,Ashta,23.0175,76.7221,14.58,20.83,55.19,0.6728,48.22,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.3,31.25,28.88,0,32.99,1
2026-02-21,Ashta,23.0175,76.7221,22.11,17.47,65.74,0.7427,52.26,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,12.7,28.74,19.12,0,33.26,1
2026-02-22,Ashta,23.0175,76.7221,14.04,16.05,70.37,0.7479,46.93,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.61,27.95,25.95,0,23.61,0
2026-02-23,Ashta,23.0175,76.7221,13.18,16.29,58.06,0.6798,42.74,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,22.84,23.61,23.14,0,31.19,1
2026-02-24,Ashta,23.0175,76.7221,14.53,20.22,67.34,0.7171,40.44,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.56,26.8,26.66,0,31.98,1
2026-02-25,Ashta,23.0175,76.7221,15.38,18.4,69.76,0.7121,35.37,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,24.37,23.13,23.87,0,24.35,0
2026-02-26,Ashta,23.0175,76.7221,3.29,16.18,67.87,0.786,44.57,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.66,25.66,31.66,0,28.3,0
2026-02-27,Ashta,23.0175,76.7221,4.06,16.47,61.05,0.7104,46.53,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.05,24.51,29.03,0,34.64,1
2026-02-28,Ashta,23.0175,76.7221,11.18,13.4,69.59,0.809,34.04,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.44,21.13,24.91,0,25.0,0
2026-03-01,Ashta,23.0175,76.7221,7.06,17.91,70.45,0.7542,49.72,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,32.73,29.34,31.38,0,38.05,1
2026-03-02,Ashta,23.0175,76.7221,14.79,13.03,72.16,0.733,47.37,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,25.2,29.24,26.82,0,33.09,1
2026-03-03,Ashta,23.0175,76.7221,7.94,18.9,70.86,0.7381,34.18,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,33.65,23.11,29.43,0,38.86,1
2026-03-04,Ashta,23.0175,76.7221,1.16,17.59,72.17,0.7387,43.47,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.94,27.18,35.43,0,36.65,1
2026-03-05,Ashta,23.0175,76.7221,3.57,22.95,74.85,0.715,60.4,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,47.8,43.45,46.06,0,45.24,1
2026-03-06,Ashta,23.0175,76.7221,0.0,15.13,77.86,0.7724,53.17,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,45.21,34.24,40.82,0,45.42,1
2026-03-07,Ashta,23.0175,76.7221,7.31,17.66,74.66,0.7278,42.89,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,35.51,28.17,32.58,0,36.77,1
2026-03-08,Ashta,23.0175,76.7221,7.37,22.29,74.6,0.6896,58.37,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.99,42.01,42.6,0,54.13,1
2026-03-09,Ashta,23.0175,76.7221,6.34,21.19,77.51,0.7448,64.11,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,42.55,43.65,42.99,0,53.5,1
2026-03-10,Ashta,23.0175,76.7221,12.32,17.18,67.78,0.7086,55.64,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,26.31,31.98,28.58,0,38.48,1
2026-03-11,Ashta,23.0175,76.7221,12.81,19.65,80.03,0.7331,55.11,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.48,38.54,36.11,0,49.13,1
2026-03-12,Ashta,23.0175,76.7221,7.39,19.52,77.83,0.7261,51.32,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.56,35.68,38.01,0,36.06,1
2026-03-13,Ashta,23.0175,76.7221,0.0,20.57,78.15,0.722,51.18,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,50.07,37.14,44.9,0,43.59,1
2026-03-14,Ashta,23.0175,76.7221,10.78,18.75,82.8,0.8083,58.06,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,36.58,39.74,37.84,0,39.27,1
2026-03-15,Ashta,23.0175,76.7221,10.73,20.6,68.21,0.7421,53.32,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.31,33.59,32.22,0,36.6,1
2026-03-16,Ashta,23.0175,76.7221,9.98,17.6,68.0,0.7492,53.91,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,27.95,30.4,28.93,0,29.54,0
2026-03-17,Ashta,23.0175,76.7221,12.94,22.08,79.06,0.6746,60.13,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,39.18,44.84,41.44,0,50.22,1
2026-03-18,Ashta,23.0175,76.7221,4.67,23.3,77.41,0.7004,65.39,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,48.94,47.77,48.47,0,52.43,1
2026-03-19,Ashta,23.0175,76.7221,17.73,22.26,77.98,0.7228,58.36,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,31.8,42.75,36.18,0,35.48,1
2026-03-20,Ashta,23.0175,76.7221,6.25,19.6,74.43,0.6847,61.08,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,40.31,40.03,40.2,0,41.39,1
2026-03-21,Ashta,23.0175,76.7221,13.52,26.12,79.61,0.7231,68.58,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,43.42,53.38,47.4,0,55.32,1
2026-03-22,Ashta,23.0175,76.7221,4.24,25.22,80.43,0.6547,56.43,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,55.42,47.9,52.41,0,57.81,1
2026-03-23,Ashta,23.0175,76.7221,7.77,23.25,77.6,0.679,44.95,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,46.0,38.0,42.8,0,53.43,1
2026-03-24,Ashta,23.0175,76.7221,18.08,24.82,73.23,0.6595,71.87,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,34.41,51.94,41.42,0,65.12,2
2025-11-05,Bhopal,23.2599,77.4126,19.22,31.11,80.39,0.5738,69.47,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,49.18,63.39,54.86,0,61.32,2
2025-11-06,Bhopal,23.2599,77.4126,14.52,28.28,69.2,0.5592,66.12,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,44.46,53.67,48.14,0,48.59,1
2025-11-07,Bhopal,23.2599,77.4126,22.35,26.03,82.42,0.5787,66.68,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,38.92,56.41,45.92,0,41.49,1
2025-11-08,Bhopal,23.2599,77.4126,23.78,31.9,79.84,0.5483,65.02,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,45.49,62.42,52.27,0,57.43,1
2025-11-09,Bhopal,23.2599,77.4126,12.87,29.73,71.73,0.5785,72.45,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,49.43,59.34,53.39,0,55.04,1
2025-11-10,Bhopal,23.2599,77.4126,16.12,30.94,74.57,0.6001,72.81,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,48.43,61.82,53.78,1,57.41,1
2025-11-11,Bhopal,23.2599,77.4126,22.47,30.75,77.82,0.6434,65.67,Wheat,Madhya Pradesh,Bhopal-Sehore-Ashta,41.29,58.54,48.19,0,50.37,1
