date,rainfall_mm,tmax_c,tmin_c,humidity_pct,ndvi,soil_moisture_index,price_inr_per_qtl,rainfall_deviation_pct,heatwave_index,temperature_anomaly,humidity_stress_index,ndvi_anomaly,price_volatility,pest_suitability_score,is_forecast
2025-10-09,8.01,33.32,24.56,72.62,0.5207,0.3729,2055.1,146.10810750467812,4.0,2.3599999999999994,0.08733333333333348,0.03564000000000006,39.00766008881318,0.7194227366331793,False
2025-10-10,4.85,35.07,24.51,81.34,0.5004,0.4695,2067.88,44.58727942246187,5.0,3.0093749999999986,0.3780000000000001,0.014381249999999957,38.98533012346,0.8598687165156897,False
2025-10-11,6.89,31.28,24.72,71.74,0.5066,0.5218,2050.9,93.41146651263323,5.0,1.1476470588235301,0.05799999999999983,0.019370588235294195,39.370959907855024,0.6608759091219316,False
2025-10-12,0.78,33.33,24.86,67.34,0.4813,0.4407,2058.54,-77.11116093901373,5.0,2.118055555555557,0.0,-0.005600000000000049,32.251750271952496,0.6271945318129183,False
2025-10-13,1.93,30.69,27.18,65.96,0.5545,0.4296,2066.31,-42.04202941680798,4.0,1.855000000000004,0.0,0.0640421052631579,32.14808089909098,0.5363855668846316,False
2025-10-14,2.67,32.15,24.46,72.09,0.5197,0.3929,2086.41,-19.01728267598341,4.0,1.1637499999999967,0.06966666666666678,0.027780000000000027,23.606942741583133,0.6861540705072433,False
2025-10-15,11.01,31.27,28.82,72.03,0.5542,0.6154,2067.54,200.46778154875352,4.0,2.7654761904761926,0.06766666666666671,0.059314285714285764,22.731498599331697,0.6658334404757059,False
2025-10-16,3.12,34.68,25.86,67.69,0.539,0.5066,2065.8,-14.275005444609457,4.0,2.8545454545454554,0.0,0.042109090909090985,22.393779515503923,0.6644525296176657,False
2025-10-17,1.14,32.79,26.59,74.54,0.5726,0.4307,2057.01,-67.71331661856567,4.0,2.17565217391304,0.15133333333333354,0.07241739130434777,21.465699190993906,0.7392742744569258,False
2025-10-18,4.7,36.03,26.18,68.69,0.5674,0.3794,2082.13,31.300189137416613,5.0,3.4410416666666706,0.0,0.06441666666666668,19.88141691282428,0.710579461663777,False
2025-10-19,4.38,35.94,24.81,80.49,0.5459,0.4651,2032.34,21.2758829117613,5.0,2.6026000000000025,0.3496666666666665,0.041200000000000014,21.88607028517168,0.8621424967586302,False
2025-10-20,2.07,35.37,25.52,80.7,0.5719,0.4683,2081.6,-41.72800904148728,6.0,2.569807692307691,0.35666666666666674,0.06461538461538452,21.950579956792918,0.8572946915808152,False
2025-10-21,6.83,30.8,29.56,81.25,0.5259,0.5587,2126.02,85.91589555671763,5.0,2.219444444444445,0.375,0.0179259259259259,26.656766382215867,0.7989910002494707,False
2025-10-22,7.68,34.83,30.44,73.87,0.5726,0.4818,2053.72,101.21640465931195,6.0,4.5075,0.12900000000000014,0.06231785714285709,21.913111986276157,0.767205749627109,False
2025-10-23,3.09,35.87,26.74,79.21,0.5202,0.4846,2079.36,-18.506724839077666,6.0,3.0679310344827577,0.3069999999999998,0.009575862068965546,21.77759025610124,0.8486176530951085,False
2025-10-24,1.55,36.22,29.51,76.36,0.559,0.4916,2179.94,-58.299688377807804,6.0,4.47366666666667,0.212,0.04676333333333338,36.60795592986063,0.8221233336096101,False
2025-10-25,5.74,32.94,28.02,75.43,0.5756,0.5136,2046.99,51.185236737865644,6.0,1.883666666666663,0.18100000000000022,0.0603933333333333,36.842203262139094,0.7555435039077517,False
2025-10-26,4.78,35.03,26.73,76.02,0.5608,0.5226,2025.38,24.05916842482003,6.0,2.091000000000001,0.20066666666666652,0.039986666666666615,39.14262214876905,0.7997287644143982,False
2025-10-27,2.66,33.99,30.41,71.53,0.5508,0.5325,2067.58,-31.135649516141818,6.0,3.1408333333333367,0.05100000000000004,0.027546666666666608,39.122301922206645,0.7153272794501885,False
2025-10-28,1.67,34.27,31.05,71.1,0.5438,0.4204,2146.15,-56.44991573802615,7.0,3.3320000000000043,0.03666666666666648,0.017886666666666606,43.46430143118692,0.7140222267773016,False
2025-10-29,3.15,37.93,27.42,82.56,0.5547,0.3297,2154.53,-18.018560418523368,7.0,3.1021666666666654,0.41866666666666674,0.02673666666666663,47.65479013202596,0.9000517761210503,False
2025-10-30,5.16,34.09,27.64,77.88,0.5841,0.3715,2041.13,32.852720686735154,7.0,1.0991666666666688,0.2626666666666665,0.052623333333333244,48.88394794851309,0.8083617208055852,False
2025-10-31,3.96,35.52,27.95,80.15,0.5822,0.4252,2104.03,1.7558881997717695,7.0,1.7668333333333344,0.33833333333333354,0.048370000000000024,48.51200159652312,0.8537099244826573,False
2025-11-01,6.25,37.21,27.38,84.27,0.5603,0.4389,2084.63,54.97147161629766,7.0,2.174000000000003,0.4756666666666665,0.023786666666666734,48.49647389470437,0.9057318576672927,False
2025-11-02,10.55,34.1,28.56,70.78,0.5417,0.5552,2064.27,141.8060642204758,7.0,1.0478333333333296,0.026000000000000037,0.0028933333333333033,46.41475736927114,0.7052448425619797,False
2025-11-03,4.78,34.86,29.36,75.67,0.581,0.6043,2017.15,9.066015576662114,7.0,1.6726666666666645,0.18900000000000006,0.039456666666666695,50.309160418138426,0.7924241538907004,False
2025-11-04,7.02,35.1,27.13,80.6,0.5393,0.7234,2121.5,57.035256796229206,7.0,0.6253333333333337,0.35333333333333317,-0.0035566666666666524,50.03988378514416,0.8529589973371989,False
2025-11-05,3.96,34.78,28.11,81.79,0.5583,0.7418,2055.91,-12.43458116726295,7.0,0.8411666666666662,0.3930000000000002,0.013103333333333356,49.93877445388511,0.8607100552279618,False
2025-11-06,13.31,31.96,28.88,78.02,0.5547,0.9159,2096.89,176.4660714949654,6.0,-0.26083333333333414,0.2673333333333332,0.007483333333333286,50.008998552897445,0.7751459832657092,False
2025-11-07,4.1,34.31,25.39,85.11,0.5846,0.9236,2089.68,-16.7737972581777,6.0,-0.8846666666666643,0.5036666666666666,0.03514000000000006,42.194986004927294,0.8849129011106986,False
2025-11-08,9.9,36.59,25.97,81.05,0.5747,1.0,2152.66,98.42328331975881,6.0,0.46733333333333604,0.36833333333333323,0.023440000000000016,45.23507190465984,0.8746813549327174,False
2025-11-09,9.7,30.49,24.97,73.93,0.5792,0.977,2128.76,88.31293179714001,5.0,-3.0139999999999993,0.13100000000000023,0.0253133333333333,42.72694692996465,0.6820914549964884,False
2025-11-10,3.25,34.99,26.76,75.33,0.5753,0.9447,2047.55,-35.38338483993939,5.0,0.03516666666666879,0.1776666666666666,0.01912333333333338,44.018357783747376,0.7900787228579542,False
2025-11-11,7.31,33.19,25.94,83.97,0.5561,0.9566,2079.2,39.30884780037204,5.0,-1.2905000000000015,0.4656666666666666,-0.002569999999999961,41.38145375449166,0.8625460989816108,False
2025-11-12,0.93,31.33,26.11,82.19,0.5799,0.8898,2125.06,-82.16339045581311,4.0,-2.1283333333333374,0.40633333333333327,0.02038333333333331,38.4022100153871,0.8187942937256907,False
2025-11-13,4.51,36.26,25.59,70.28,0.5969,0.6914,2042.51,-14.50776927061116,5.0,-0.010666666666669045,0.00933333333333337,0.03481000000000001,38.27887782984307,0.7404675369228593,False
2025-11-14,0.97,33.42,23.61,86.4,0.5672,0.634,2075.82,-80.3670057279033,5.0,-2.3696666666666637,0.5466666666666669,0.004676666666666773,38.021881041211614,0.8863511729214218,False
2025-11-15,5.91,29.13,24.7,82.51,0.5798,0.5451,2097.91,17.409439624639518,4.0,-3.8578333333333354,0.41700000000000015,0.01591666666666669,38.19334802706415,0.7881483386479435,False
2025-11-16,2.91,31.29,22.61,86.07,0.5636,0.4002,2033.78,-42.85900454398393,4.0,-3.731499999999997,0.5356666666666664,1.666666666666483e-05,40.29895856642473,0.8599169073808426,False
2025-11-17,3.19,31.9,22.24,77.25,0.5856,0.3932,2047.49,-36.73563097726629,3.0,-3.477000000000004,0.24166666666666667,0.02141000000000004,37.16982821685206,0.7631450157268554,False
2025-11-18,1.73,29.97,19.31,77.48,0.5771,0.2724,2031.47,-65.07871112662271,2.0,-5.715833333333336,0.24933333333333346,0.011869999999999936,38.20562717456865,0.7301532030375039,False
2025-11-19,4.26,31.31,24.04,73.09,0.5798,0.3417,2101.55,-15.257605876744412,2.0,-2.5885000000000034,0.10300000000000012,0.01430666666666669,38.03926971052208,0.685292043128857,False
2025-11-20,7.38,29.4,20.2,91.15,0.5677,0.4157,2072.25,46.27377518358048,1.0,-5.284166666666671,0.7050000000000002,0.0008133333333332216,37.87530565647458,0.8841161449761126,False
2025-11-21,1.71,30.45,21.25,77.3,0.5919,0.4227,2124.79,-64.71557919067766,0.0,-4.007999999999999,0.24333333333333323,0.024370000000000003,39.657044715968816,0.7367219790493098,False
2025-11-22,3.23,31.58,20.72,85.81,0.55,0.3702,2096.66,-33.415783670215696,0.0,-3.53616666666667,0.527,-0.018523333333333336,34.580269544325205,0.8609017657536926,False
2025-11-23,4.37,26.93,22.46,74.31,0.5486,0.3943,2113.09,-11.627904625297331,0.0,-4.7188333333333325,0.14366666666666675,-0.019576666666666687,33.06308719123675,0.6077346901148837,False
2025-11-24,2.28,28.27,20.55,78.02,0.5414,0.377,2090.54,-52.79176213849911,0.0,-4.801499999999997,0.2673333333333332,-0.02563666666666664,32.017838228636116,0.704454303640436,False
2025-11-25,7.75,26.51,18.32,68.48,0.5632,0.5013,2120.17,57.243326678616256,0.0,-6.514333333333333,0.0,-0.003916666666666679,33.68291285105588,0.48235732751056004,False
2025-11-26,12.99,27.27,19.14,74.53,0.5362,0.6944,2090.63,146.3492990044948,0.0,-5.424500000000002,0.15100000000000005,-0.030429999999999957,31.632564872920277,0.6199650774938089,False
2025-11-27,4.77,24.23,18.48,80.95,0.5333,0.642,2060.26,-11.277820457966316,0.0,-6.897666666666662,0.3650000000000001,-0.03298000000000012,30.283780493672904,0.6679660220176885,False
2025-11-28,3.14,25.03,18.63,69.35,0.5582,0.6654,2136.42,-41.59225416810749,0.0,-6.061166666666669,0.0,-0.00819666666666663,33.40960443766568,0.4628187629475804,False
2025-11-29,4.4,25.39,16.05,80.52,0.5642,0.698,2129.72,-17.76725309607779,0.0,-6.833000000000002,0.3506666666666665,-0.0015333333333333865,35.24509128007245,0.6858094132665591,False
2025-11-30,1.85,27.18,17.41,76.38,0.5496,0.6407,2175.14,-64.96432075670965,0.0,-4.943333333333332,0.2126666666666665,-0.015046666666666764,38.265655590910974,0.6521265785904067,False
2025-12-01,0.86,27.28,20.29,68.98,0.4816,0.6052,2091.22,-83.13944259454138,0.0,-3.1696666666666644,0.0,-0.08042333333333346,35.38787997183683,0.5115979192533087,False
2025-12-02,1.85,21.95,17.64,71.19,0.5131,0.4788,2076.3,-61.54377878108811,0.0,-6.775166666666667,0.03966666666666659,-0.04797000000000007,30.108182305783366,0.4231635573497994,False
2025-12-03,4.16,22.64,19.18,70.89,0.5076,0.2872,2046.34,-13.152398089269706,0.0,-5.286833333333334,0.029666666666666685,-0.05102333333333331,34.041644736611296,0.43418413011186247,False
2025-12-04,2.76,25.15,20.74,72.4,0.5017,0.2447,1962.3,-40.61961260335357,0.0,-2.979499999999998,0.0800000000000002,-0.05567,50.20125104609851,0.5267245074568483,False
2025-12-05,1.59,19.52,16.3,69.41,0.5144,0.2091,2051.97,-65.20024836939191,0.0,-7.563333333333336,0.0,-0.0415066666666668,50.51786183950333,0.33287730741883076,False
2025-12-06,1.34,22.24,13.16,67.39,0.5555,0.1415,2115.2,-67.86569115930668,0.0,-7.34933333333333,0.0,-0.00043333333333339663,50.985516344576375,0.3578288632092537,False
2025-12-07,3.4,22.64,14.76,69.42,0.5095,0.1764,2067.55,-18.006426525781382,0.0,-5.977666666666668,0.0,-0.043930000000000025,50.848162122231756,0.4055481769093501,False
2025-12-08,2.45,25.03,16.28,65.22,0.4974,0.2081,2008.12,-37.15261979838739,0.0,-3.668499999999998,0.0,-0.0534533333333333,54.972961325755655,0.38239381649960014,False
2025-12-09,5.21,23.6,15.63,63.3,0.5225,0.2797,2120.62,38.982739022922196,0.0,-4.437999999999995,0.0,-0.026463333333333283,54.9978714523177,0.31518261726069896,False
2025-12-10,1.35,21.28,12.24,68.89,0.5061,0.2224,2079.01,-63.368289607012585,0.0,-6.8224999999999945,0.0,-0.040556666666666685,54.92643068107177,0.363362375369088,False
2025-12-11,16.49,20.93,13.43,72.91,0.5034,0.5226,2087.48,313.1450693640213,0.0,-5.989666666666668,0.09699999999999989,-0.04150000000000009,54.65455468487646,0.4318762931428622,False
2025-12-12,2.76,20.92,13.35,60.21,0.4834,0.5397,2085.4,-31.89108368238455,0.0,-5.6484999999999985,0.0,-0.0582833333333333,52.39804065311653,0.21564976763000365,False
2025-12-13,12.07,24.24,13.27,67.22,0.4932,0.7767,2096.18,180.41504365793148,0.0,-3.622833333333336,0.0,-0.045026666666666604,50.602790225158145,0.4016968177078588,False
2025-12-14,2.35,20.12,12.92,63.3,0.498,0.7514,2117.89,-45.981140300098005,0.0,-5.458000000000002,0.0,-0.037920000000000065,43.82719816393717,0.2452700786423919,False
2025-12-15,4.37,20.18,11.58,60.99,0.447,0.7915,2040.97,1.6515464871955072,0.0,-5.7301666666666655,0.0,-0.08449333333333325,44.173104970639756,0.21369415869589237,False
2025-12-16,2.28,21.32,11.79,69.47,0.449,0.7335,2094.12,-46.70405640391389,0.0,-4.708666666666666,0.0,-0.07867333333333332,44.6771551439676,0.37509976087622304,False
2025-12-17,9.27,20.22,12.14,61.93,0.4988,0.9002,2084.66,106.88883196946166,0.0,-4.720666666666666,0.0,-0.025980000000000003,44.32082167014057,0.22730353801926698,False
2025-12-18,5.81,19.94,13.9,71.33,0.4899,0.6749,2142.63,25.84836985233869,0.0,-3.723333333333329,0.04433333333333327,-0.0319733333333333,35.16848848639279,0.3776346748865417,False
2025-12-19,1.6,18.0,11.46,59.25,0.4587,0.642,2067.0,-64.66429667307936,0.0,-5.481833333333334,0.0,-0.059136666666666726,34.29701942164586,0.15976199694366905,False
2025-12-20,2.76,20.11,13.16,64.38,0.4443,0.4436,2160.94,-36.89985438960805,0.0,-3.304666666666666,0.0,-0.06942333333333334,39.11240654324875,0.2614202151753351,False
2025-12-21,4.93,19.18,10.43,60.62,0.4568,0.497,2125.3,10.011898985741063,0.0,-4.766500000000004,0.0,-0.05242000000000002,39.66427451154826,0.19272501184817756,False
2025-12-22,0.51,22.36,13.93,57.28,0.4324,0.4112,2161.28,-88.38443173752694,0.0,-1.1596666666666664,0.0,-0.07289999999999996,35.139548991082876,0.2007521556650031,False
2025-12-23,1.67,21.31,12.21,63.29,0.4453,0.4019,2080.15,-61.16879681395208,0.0,-2.28016666666667,0.0,-0.056556666666666644,35.378283996986504,0.2678026015274303,False
2025-12-24,1.77,19.95,12.01,58.87,0.4809,0.2365,2133.4,-58.680244647052064,0.0,-2.7791666666666686,0.0,-0.018939999999999957,35.68665530745322,0.18311259998447985,False
2025-12-25,0.2,21.36,14.01,61.96,0.4463,0.117,2118.3,-95.03965896833854,0.0,-0.9164999999999992,0.0,-0.04964333333333337,35.437372927462,0.24839326354704142,False
2025-12-26,3.51,19.39,9.49,58.01,0.4628,0.1558,2053.56,-5.543593771906961,0.0,-3.8693333333333335,0.0,-0.03069666666666665,37.915739519317256,0.16517728959326528,False
2025-12-27,8.99,22.24,9.94,52.12,0.4308,0.2869,2097.24,133.10281769157706,0.0,-2.043833333333332,0.0,-0.059279999999999944,37.896845587654376,0.1410737814285617,False
2025-12-28,0.43,20.21,12.92,56.34,0.4385,0.1922,2090.92,-88.58303692812542,0.0,-1.3933333333333309,0.0,-0.047589999999999966,37.90577949641424,0.15818433964647646,False
2025-12-29,0.92,21.5,11.18,56.42,0.4547,0.2011,2073.34,-74.79680171761436,0.0,-1.472333333333335,0.0,-0.027740000000000042,34.63769454678669,0.1770592183889866,False
2025-12-30,3.2,17.88,11.9,60.27,0.3961,0.2368,2080.66,-13.404290076414366,0.0,-2.6754999999999995,0.0,-0.08122333333333337,35.172999197217784,0.16932762717928643,False
2025-12-31,3.24,21.31,16.54,50.26,0.4118,0.2621,2057.54,-14.164602393694176,0.0,1.521499999999996,0.0,-0.06319666666666668,37.07229628237716,0.11423438765560587,False
2026-01-01,3.37,17.41,12.41,53.92,0.4116,0.3332,2091.97,-11.903099014526216,0.0,-2.3306666666666658,0.0,-0.06001333333333331,35.34043859376949,0.10476185875680429,False
2026-01-02,1.74,16.91,13.07,44.84,0.4164,0.2889,2120.41,-53.53390060515384,0.0,-2.053333333333333,0.0,-0.05217333333333335,34.44528185844461,0.05108637257627834,False
2026-01-03,1.79,20.58,13.07,56.05,0.4378,0.1402,2081.85,-51.782333182454906,0.0,-0.014333333333333087,0.0,-0.0286433333333333,30.510644224417778,0.1600306558726235,False
2026-01-04,0.42,19.62,15.04,46.74,0.4166,0.1339,2054.79,-88.56621908360641,0.0,0.509999999999998,0.0,-0.046583333333333254,31.387338080159253,0.07594234730963786,False
2026-01-05,6.84,22.0,14.08,42.47,0.3691,0.2594,2146.47,77.35520898309186,0.0,1.208666666666666,0.0,-0.08787000000000006,29.054879070513532,0.06898412005634603,False
2026-01-06,6.1,26.43,14.2,50.58,0.3898,0.3275,2097.3,54.56079698628456,0.0,3.429833333333331,0.0,-0.06318000000000001,28.90196522653806,0.1808498902063269,False
2026-01-07,1.57,20.56,12.44,55.78,0.3737,0.2947,2111.63,-59.92170015613508,0.0,-0.24666666666666615,0.0,-0.0751566666666667,27.071207769692464,0.15688371873469817,False
2026-01-08,2.01,21.27,14.02,42.03,0.3695,0.2563,2102.87,-47.25331160252495,0.0,0.9639999999999986,0.0,-0.07425666666666664,26.179879374548275,0.06235076427965739,False
2026-01-09,1.72,23.24,14.84,43.61,0.4248,0.2569,2092.55,-55.00914072478662,0.0,2.2829999999999977,0.0,-0.01624666666666663,23.982361054704548,0.08415398262771588,False
2026-01-10,1.57,24.15,12.87,44.76,0.3596,0.2529,2132.91,-52.79140439268184,0.0,1.7086666666666623,0.0,-0.07665333333333335,26.272947823999655,0.09937396125261008,False
2026-01-11,0.79,23.15,16.34,42.26,0.3822,0.2593,2093.69,-75.76684792427977,0.0,2.8566666666666656,0.0,-0.05068,26.24725802528952,0.0755642684166561,False
2026-01-12,9.88,23.45,16.44,49.25,0.3598,0.3297,2113.63,210.0093473456708,0.0,3.0169999999999995,0.0,-0.06863333333333332,25.827807071678475,0.12842016947472976,False
2026-01-13,1.77,25.63,18.95,42.78,0.3881,0.2317,2062.44,-44.122894626046104,0.0,5.169666666666664,0.0,-0.03666999999999998,27.214855843296334,0.09844704433495031,False
2026-01-14,3.53,25.64,14.25,42.69,0.3749,0.2741,2056.05,12.432313696046176,0.0,2.6891666666666687,0.0,-0.04746666666666671,27.38404588863268,0.09789813029769968,False
2026-01-15,2.07,22.92,15.54,48.71,0.3673,0.2793,2100.16,-33.922100258959276,0.0,1.884999999999998,0.0,-0.0523433333333333,27.35487011906182,0.11803200000286578,False
2026-01-16,2.54,25.22,16.01,41.53,0.3603,0.2924,2181.06,-12.664752092348847,0.0,3.1221666666666685,0.0,-0.054726666666666646,34.98049399936404,0.0866216827151976,False
2026-01-17,6.47,25.85,16.78,47.01,0.3818,0.4021,2120.93,120.79395263543877,0.0,3.6756666666666646,0.0,-0.029623333333333335,34.811401283784164,0.1353805226356287,False
2026-01-18,2.11,24.08,18.03,39.54,0.3377,0.4259,2182.65,-28.409852382995123,0.0,3.204833333333333,0.0,-0.06968999999999997,37.37428586549936,0.06730774437827675,False
2026-01-19,5.03,27.12,18.28,37.9,0.3393,0.3197,2131.19,66.39098035362872,0.0,4.6476666666666695,0.0,-0.06459000000000004,36.56372603467103,0.07900088648479896,False
2026-01-20,0.97,25.3,19.4,34.38,0.329,0.3001,2131.63,-66.4475730032608,0.0,4.046166666666672,0.0,-0.07062999999999997,36.596134974269795,0.05119312638559772,False
2026-01-21,4.22,29.38,19.74,52.47,0.3757,0.3268,2095.73,39.982295450366394,0.0,6.042333333333332,0.0,-0.022040000000000004,36.96174792052836,0.25646950726398066,False
2026-01-22,5.18,28.25,19.78,41.2,0.3409,0.3869,2115.75,65.40711056718128,0.0,5.255500000000001,0.0,-0.05336000000000002,36.82057840333406,0.11115472765462632,False
2026-01-23,3.71,28.46,18.01,43.67,0.324,0.4138,2179.62,16.07049241719915,0.0,4.233666666666668,0.0,-0.06502999999999998,39.95231902661527,0.1346564355082888,False
2026-01-24,1.19,27.52,19.87,41.97,0.3344,0.2983,2158.8,-63.150269462137864,0.0,4.493333333333336,0.0,-0.0509,41.116001143108,0.11003339783233247,False
2026-01-25,1.58,28.88,21.21,42.62,0.3909,0.2873,2095.79,-50.07897311880786,0.0,5.489833333333337,0.0,0.007996666666666707,41.00415190047201,0.12983708279609488,False
2026-01-26,1.21,25.54,22.4,41.79,0.3371,0.204,2101.66,-58.35721290906978,0.0,4.152166666666663,0.0,-0.042679999999999996,41.34345432332272,0.09089133156091604,False
2026-01-27,3.21,27.68,22.9,50.82,0.3547,0.2584,2165.3,7.059475133026645,0.0,5.181333333333331,0.0,-0.02228666666666662,38.93998763947836,0.2032021033075428,False
2026-01-28,1.53,31.08,19.95,35.85,0.3456,0.1903,2100.87,-49.315354687934615,0.0,5.100500000000004,0.0,-0.027749999999999997,33.93684538558911,0.09761588862981131,False
2026-01-29,0.86,26.49,21.99,33.05,0.3347,0.0949,2151.46,-70.75490679384262,0.0,3.5138333333333343,0.0,-0.03660333333333332,32.87839351975218,0.05180861090363145,False
2026-01-30,0.57,32.84,23.04,35.58,0.32,0.0285,2087.83,-80.01166101285996,1.0,6.9133333333333375,0.0,-0.048243333333333305,32.62179865982698,0.11208684173304666,False
2026-01-31,0.98,28.03,24.04,33.81,0.3262,0.0228,2142.04,-64.64644132523762,1.0,4.637499999999999,0.0,-0.03919666666666666,32.66097526857709,0.06343518816980352,False
2026-02-01,2.12,33.41,25.56,44.07,0.3249,0.0412,2173.86,-23.868796791190988,2.0,7.604333333333329,0.0,-0.03744666666666663,31.67052174818554,0.20859752147253957,False
2026-02-02,3.64,30.57,24.36,44.32,0.2871,0.094,2150.06,27.88381734963672,2.0,5.229666666666667,0.0,-0.0702233333333333,32.08613068629005,0.16834531448311213,False
2026-02-03,2.3,34.17,23.3,35.32,0.3826,0.0684,2129.75,-20.9350220230244,3.0,6.119499999999999,0.0,0.02640999999999999,32.09250437972609,0.1237487027758751,False
2026-02-04,2.6,33.21,25.54,33.11,0.3489,0.0902,2126.53,-6.058049117891433,4.0,6.381666666666668,0.0,-0.00661666666666666,30.424477602133912,0.0970711099118956,False
2026-02-05,4.39,30.2,25.61,38.25,0.3324,0.17,2119.05,61.952756288948706,4.0,4.658666666666669,0.0,-0.021203333333333352,30.282683406293863,0.10716807048652817,False
2026-02-06,3.14,36.08,25.91,46.96,0.3259,0.2314,2121.6,13.644584276299582,4.0,7.265499999999999,0.0,-0.026109999999999967,27.468200315483323,0.3025466815001876,False
2026-02-07,0.36,36.76,25.71,30.0,0.3142,0.2069,2164.05,-86.70602411151252,5.0,7.052499999999998,0.0,-0.0359666666666667,27.918935015821685,0.10678593914898016,False
2026-02-08,1.73,34.02,28.54,42.67,0.3492,0.2067,2163.57,-36.12306358533037,5.0,6.6895000000000024,0.0,0.0015533333333332955,27.26813122986886,0.20030327003938098,False
2026-02-09,0.47,33.87,26.77,34.71,0.3268,0.1328,2137.85,-82.4079541829242,6.0,5.335833333333333,0.0,-0.0197533333333334,25.464502290899187,0.11545423864418276,False
2026-02-10,2.46,34.34,27.94,45.37,0.3406,0.1432,2079.89,-9.802000805915124,6.0,5.776000000000003,0.0,-0.004566666666666608,28.504194148686846,0.2429819383249323,False
2026-02-11,0.3,32.93,25.55,34.89,0.3039,0.0866,2106.13,-87.54149188476251,6.0,3.5661666666666676,0.0,-0.03940333333333329,28.09359870969967,0.10757060294638768,False
2026-02-12,1.82,37.28,28.24,38.98,0.34,0.0336,2135.16,-24.470871017759986,7.0,6.737166666666667,0.0,-0.0016999999999999793,27.576150360074056,0.20528243903578305,False
2026-02-13,1.77,34.19,26.41,33.03,0.3734,0.0,2126.94,-24.712877621064386,7.0,3.931999999999995,0.0,0.031750000000000056,24.667827603610124,0.1054013252548742,False
2026-02-14,2.67,35.33,25.15,35.85,0.3286,0.0519,2078.18,12.610707460688541,7.0,3.504999999999999,0.0,-0.011759999999999937,28.655566361818195,0.14197283784347697,False
2026-02-15,2.32,34.0,28.05,47.87,0.3516,0.0725,2149.16,-1.84741143107682,7.0,3.942999999999998,0.0,0.011529999999999985,26.38272536722215,0.2748007809052819,False
2026-02-16,10.43,34.45,28.61,45.26,0.3377,0.2866,2217.27,317.9242749067951,7.0,4.107500000000002,0.0,-0.0009000000000000674,35.35276476279793,0.24338683888362744,False
2026-02-17,1.34,33.25,27.52,39.4,0.3605,0.2585,2083.77,-45.74896933240108,7.0,2.6514999999999986,0.0,0.021139999999999937,37.68750716290379,0.15148514815563371,False
2026-02-18,3.25,38.4,27.89,37.33,0.3614,0.3211,2129.33,34.817463433021246,7.0,5.063333333333333,0.0,0.02130333333333334,37.67953387552722,0.20203883491193594,False
